,SEASON,DATE,HOME/AWAY,TEAM,PTS,TEAM_OPP,PTS_OPP,WIN/LOSS,FG,FGA,FG_PCT,FG3,FG3A,FG3_PCT,FT,FTA,FT_PCT,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,FG_OPP,FGA_OPP,FG_PCT_OPP,FG3_OPP,FG3A_OPP,FG3_PCT_OPP,FT_OPP,FTA_OPP,FT_PCT_OPP,ORB_OPP,DRB_OPP,TRB_OPP,AST_OPP,STL_OPP,BLK_OPP,TOV_OPP,PF_OPP
0,2019,2019-04-01,AWAY,DET,102,IND,111,LOSS,38,88,0.432,12,33,0.364,14,19,0.737,16,25,41,21,7,5,15,24,42,77,0.545,10,22,0.455,17,22,0.773,7,35,42,27,9,8,17,20
1,2019,2019-04-01,HOME,IND,111,DET,102,WIN,42,77,0.545,10,22,0.455,17,22,0.773,7,35,42,27,9,8,17,20,38,88,0.432,12,33,0.364,14,19,0.737,16,25,41,21,7,5,15,24
2,2019,2019-04-01,AWAY,MIA,105,BOS,110,LOSS,40,88,0.455,10,37,0.27,15,18,0.833,9,39,48,27,9,6,15,17,36,91,0.396,17,40,0.425,21,24,0.875,14,35,49,25,8,2,12,18
3,2019,2019-04-01,HOME,BOS,110,MIA,105,WIN,36,91,0.396,17,40,0.425,21,24,0.875,14,35,49,25,8,2,12,18,40,88,0.455,10,37,0.27,15,18,0.833,9,39,48,27,9,6,15,17
4,2019,2019-04-01,AWAY,MIL,131,BRK,121,WIN,47,94,0.5,11,34,0.324,26,30,0.867,6,34,40,28,15,7,14,26,39,94,0.415,16,44,0.364,27,34,0.794,16,39,55,19,6,5,23,26
5,2019,2019-04-01,HOME,BRK,121,MIL,131,LOSS,39,94,0.415,16,44,0.364,27,34,0.794,16,39,55,19,6,5,23,26,47,94,0.5,11,34,0.324,26,30,0.867,6,34,40,28,15,7,14,26
6,2019,2019-04-01,AWAY,CHI,105,NYK,113,LOSS,42,94,0.447,4,17,0.235,17,23,0.739,12,32,44,20,9,2,6,18,37,74,0.5,18,38,0.474,21,25,0.84,6,38,44,24,2,9,16,18
7,2019,2019-04-01,HOME,NYK,113,CHI,105,WIN,37,74,0.5,18,38,0.474,21,25,0.84,6,38,44,24,2,9,16,18,42,94,0.447,4,17,0.235,17,23,0.739,12,32,44,20,9,2,6,18
8,2019,2019-04-01,AWAY,ORL,109,TOR,121,LOSS,43,93,0.462,12,33,0.364,11,15,0.733,11,35,46,32,7,8,13,21,42,84,0.5,19,37,0.514,18,22,0.818,6,33,39,31,9,8,14,20
9,2019,2019-04-01,HOME,TOR,121,ORL,109,WIN,42,84,0.5,19,37,0.514,18,22,0.818,6,33,39,31,9,8,14,20,43,93,0.462,12,33,0.364,11,15,0.733,11,35,46,32,7,8,13,21
